Notes,Five-Year Age Groups,Five-Year Age Groups Code,Year,Year Code,Month,Month Code,Deaths
,100+ years,100+,2019,2019,"Apr., 2019",2019/04,2478
,100+ years,100+,2019,2019,"May, 2019",2019/05,2476
,100+ years,100+,2019,2019,"Jun., 2019",2019/06,2408
,100+ years,100+,2019,2019,"Jul., 2019",2019/07,2375
,100+ years,100+,2019,2019,"Aug., 2019",2019/08,2282
,100+ years,100+,2019,2019,"Sep., 2019",2019/09,2386
,100+ years,100+,2019,2019,"oct., 2019",2019/10,2550
,100+ years,100+,2019,2019,"nov., 2019",2019/11,2580
,100+ years,100+,2019,2019,"Dec., 2019",2019/12,2876
Total,100+ years,100+,2019,2019,,,30731
,100+ years,100+,2020,2020,"Jan., 2020",2020/01,2962
,100+ years,100+,2020,2020,"Feb., 2020",2020/02,2713
,100+ years,100+,2020,2020,"Mar., 2020",2020/03,2930
,100+ years,100+,2020,2020,"Apr., 2020",2020/04,3843
,100+ years,100+,2020,2020,"May, 2020",2020/05,3128
,100+ years,100+,2020,2020,"Jun., 2020",2020/06,2430
,100+ years,100+,2020,2020,"Jul., 2020",2020/07,2772
,100+ years,100+,2020,2020,"Aug., 2020",2020/08,2772
,100+ years,100+,2020,2020,"Sep., 2020",2020/09,2693
,100+ years,100+,2020,2020,"oct., 2020",2020/10,2887
,100+ years,100+,2020,2020,"nov., 2020",2020/11,3315
,100+ years,100+,2020,2020,"Dec., 2020",2020/12,4187
Total,100+ years,100+,2020,2020,,,36632
Total,100+ years,100+,,,,,182341
,Not Stated,NS,2015,2015,"Jan., 2015",2015/01,14
,Not Stated,NS,2015,2015,"Feb., 2015",2015/02,12
,Not Stated,NS,2015,2015,"Mar., 2015",2015/03,12
,Not Stated,NS,2015,2015,"Jun., 2015",2015/06,18
,Not Stated,NS,2015,2015,"Jul., 2015",2015/07,13
,Not Stated,NS,2015,2015,"Aug., 2015",2015/08,14
,Not Stated,NS,2015,2015,"Sep., 2015",2015/09,12
,Not Stated,NS,2015,2015,"oct., 2015",2015/10,10
,Not Stated,NS,2015,2015,"Dec., 2015",2015/12,14
Total,Not Stated,NS,2015,2015,,,138
,Not Stated,NS,2016,2016,"Mar., 2016",2016/03,10
,Not Stated,NS,2016,2016,"Apr., 2016",2016/04,13
,Not Stated,NS,2016,2016,"May, 2016",2016/05,17
,Not Stated,NS,2016,2016,"Jul., 2016",2016/07,10
,Not Stated,NS,2016,2016,"Sep., 2016",2016/09,16
,Not Stated,NS,2016,2016,"oct., 2016",2016/10,11
,Not Stated,NS,2016,2016,"nov., 2016",2016/11,17
,Not Stated,NS,2016,2016,"Dec., 2016",2016/12,17
Total,Not Stated,NS,2016,2016,,,137
,Not Stated,NS,2017,2017,"Mar., 2017",2017/03,15
,Not Stated,NS,2017,2017,"Apr., 2017",2017/04,12
,Not Stated,NS,2017,2017,"May, 2017",2017/05,10
,Not Stated,NS,2017,2017,"Jun., 2017",2017/06,17
,Not Stated,NS,2017,2017,"Aug., 2017",2017/08,11
,Not Stated,NS,2017,2017,"oct., 2017",2017/10,14
,Not Stated,NS,2017,2017,"nov., 2017",2017/11,10
,Not Stated,NS,2017,2017,"Dec., 2017",2017/12,14
Total,Not Stated,NS,2017,2017,,,129
,Not Stated,NS,2018,2018,"Mar., 2018",2018/03,16
,Not Stated,NS,2018,2018,"Apr., 2018",2018/04,13
,Not Stated,NS,2018,2018,"May, 2018",2018/05,10
,Not Stated,NS,2018,2018,"Jun., 2018",2018/06,10
,Not Stated,NS,2018,2018,"Jul., 2018",2018/07,14
,Not Stated,NS,2018,2018,"Aug., 2018",2018/08,11
,Not Stated,NS,2018,2018,"Sep., 2018",2018/09,14
,Not Stated,NS,2018,2018,"oct., 2018",2018/10,18
,Not Stated,NS,2018,2018,"nov., 2018",2018/11,12
,Not Stated,NS,2018,2018,"Dec., 2018",2018/12,11
Total,Not Stated,NS,2018,2018,,,144
,Not Stated,NS,2019,2019,"Mar., 2019",2019/03,11
,Not Stated,NS,2019,2019,"Apr., 2019",2019/04,10
,Not Stated,NS,2019,2019,"May, 2019",2019/05,12
,Not Stated,NS,2019,2019,"Jun., 2019",2019/06,13
,Not Stated,NS,2019,2019,"Jul., 2019",2019/07,16
,Not Stated,NS,2019,2019,"Aug., 2019",2019/08,20
,Not Stated,NS,2019,2019,"Sep., 2019",2019/09,17
,Not Stated,NS,2019,2019,"nov., 2019",2019/11,15
,Not Stated,NS,2019,2019,"Dec., 2019",2019/12,11
Total,Not Stated,NS,2019,2019,,,147
,Not Stated,NS,2020,2020,"Feb., 2020",2020/02,12
,Not Stated,NS,2020,2020,"Mar., 2020",2020/03,11
,Not Stated,NS,2020,2020,"Apr., 2020",2020/04,13
,Not Stated,NS,2020,2020,"May, 2020",2020/05,10
,Not Stated,NS,2020,2020,"Jul., 2020",2020/07,14
,Not Stated,NS,2020,2020,"nov., 2020",2020/11,10
,Not Stated,NS,2020,2020,"Dec., 2020",2020/12,13
Total,Not Stated,NS,2020,2020,,,116
Total,Not Stated,NS,,,,,811
